date,min,max,normal_min,normal_max
19820626,103.0,72.0,101.8,77.8
19820627,107.0,76.0,102.0,78.0
19820628,100.0,77.0,102.3,78.3
19820629,93.0,74.0,102.5,78.6
19820630,83.0,68.0,102.7,78.8
19820701,89.0,64.0,102.9,79.1
19820702,98.0,64.0,103.1,79.3
19820703,98.0,72.0,103.3,79.5
19820704,95.0,74.0,103.5,79.7
19820705,92.0,68.0,103.6,79.9
19820706,97.0,67.0,103.8,80.1
19820707,95.0,74.0,103.9,80.3
19820708,96.0,73.0,104.0,80.5
19820709,101.0,69.0,104.2,80.6
19820710,105.0,73.0,104.3,80.8
19820711,108.0,74.0,104.3,80.9
19820712,109.0,73.0,104.4,81.0
19820713,108.0,78.0,104.5,81.1
19820714,107.0,75.0,104.5,81.2
19820715,105.0,77.0,104.6,81.3
19820716,104.0,79.0,104.6,81.3
19820717,104.0,77.0,104.6,81.4
19820718,104.0,76.0,104.7,81.4
19820719,106.0,78.0,104.7,81.5
19820720,108.0,78.0,104.6,81.5
19820721,109.0,80.0,104.6,81.5
19820722,103.0,83.0,104.6,81.5
19820723,102.0,77.0,104.6,81.5
19820724,92.0,74.0,104.5,81.5
19820725,94.0,76.0,104.5,81.5
19820726,94.0,75.0,104.4,81.4
19820727,94.0,73.0,104.3,81.4
19820728,101.0,77.0,104.3,81.4
19820729,107.0,78.0,104.2,81.3
19820730,106.0,84.0,104.1,81.3
19820731,109.0,80.0,104.0,81.2
19820801,106.0,83.0,103.9,81.1
19820802,103.0,80.0,103.8,81.0
19820803,101.0,73.0,103.7,81.0
19820804,101.0,74.0,103.6,80.9
19820805,104.0,69.0,103.5,80.8
19820806,102.0,79.0,103.4,80.7
19820807,101.0,82.0,103.3,80.6
19820808,105.0,76.0,103.2,80.5
19820809,107.0,78.0,103.1,80.4
19820810,107.0,80.0,103.0,80.3
19820811,103.0,79.0,102.8,80.2
19820812,91.0,74.0,102.7,80.0
19820813,94.0,70.0,102.6,79.9
19820814,100.0,72.0,102.4,79.8
19820815,101.0,74.0,102.3,79.7
19820816,102.0,74.0,102.2,79.5
19820817,104.0,79.0,102.0,79.4
19820818,99.0,75.0,101.9,79.2
19820819,104.0,75.0,101.7,79.1
19820820,106.0,78.0,101.6,78.9
19820821,104.0,78.0,101.4,78.8
19820822,100.0,77.0,101.3,78.6
19820823,96.0,73.0,101.1,78.4
19820824,80.0,67.0,100.9,78.2
19820825,84.0,68.0,100.7,78.0
19820826,91.0,69.0,100.5,77.8
19820827,93.0,73.0,100.3,77.6
19820828,97.0,75.0,100.1,77.4
19820829,100.0,73.0,99.9,77.1
19820830,100.0,74.0,99.6,76.9
19820831,101.0,72.0,99.4,76.6
19820901,101.0,70.0,99.1,76.3
19820902,105.0,73.0,98.9,76.1
19820903,108.0,73.0,98.6,75.8
19820904,102.0,83.0,98.3,75.5
19820905,100.0,78.0,98.0,75.2
19820906,103.0,76.0,97.7,74.9
19820907,91.0,74.0,97.4,74.5
19820908,87.0,72.0,97.1,74.2
19820909,90.0,71.0,96.7,73.8
19820910,89.0,64.0,96.4,73.5
19820911,81.0,63.0,96.0,73.1
19820912,86.0,57.0,95.7,72.7
19820913,85.0,66.0,95.3,72.3
19820914,88.0,60.0,94.9,71.9
19820915,87.0,66.0,94.5,71.5
19820916,80.0,60.0,94.1,71.1
19820917,78.0,55.0,93.7,70.7
19820918,86.0,62.0,93.3,70.3
19820919,90.0,64.0,92.8,69.9
19820920,90.0,63.0,92.4,69.4
19820921,93.0,64.0,92.0,69.0
19820922,100.0,66.0,91.5,68.6
19820923,101.0,72.0,91.1,68.1
19820924,99.0,74.0,90.6,67.7
19820925,92.0,78.0,90.1,67.2
19820926,87.0,69.0,89.7,66.8
19820927,71.0,56.0,89.2,66.3
19820928,75.0,51.0,88.8,65.9
19820929,78.0,52.0,88.3,65.5
19820930,69.0,47.0,87.8,65.0
19821001,74.0,47.0,87.4,64.6
19821002,77.0,51.0,86.9,64.1
19821003,81.0,52.0,86.4,63.7
19821004,88.0,52.0,86.0,63.3
19821005,77.0,58.0,85.5,62.9
19821006,79.0,52.0,85.1,62.4
19821007,79.0,61.0,84.6,62.0
19821008,71.0,54.0,84.1,61.6
19821009,70.0,52.0,83.7,61.2
19821010,71.0,51.0,83.2,60.8
19821011,74.0,51.0,82.8,60.4
19821012,76.0,49.0,82.3,60.0
19821013,78.0,50.0,81.9,59.6
19821014,80.0,52.0,81.5,59.2
19821015,81.0,51.0,81.0,58.8
19821016,83.0,52.0,80.6,58.4
19821017,87.0,51.0,80.1,58.0
19821018,81.0,53.0,79.7,57.6
19821019,69.0,50.0,79.3,57.3
19821020,73.0,45.0,78.8,56.9
19821021,76.0,47.0,78.4,56.5
19821022,80.0,53.0,77.9,56.1
19821023,80.0,52.0,77.5,55.8
19821024,73.0,55.0,77.1,55.4
19821025,74.0,53.0,76.6,55.0
19821026,76.0,51.0,76.2,54.6
19821027,67.0,47.0,75.7,54.2
19821028,65.0,42.0,75.3,53.9
19821029,66.0,42.0,74.8,53.5
19821030,65.0,49.0,74.3,53.1
19821031,67.0,45.0,73.9,52.7
19821101,69.0,44.0,73.4,52.3
19821102,66.0,44.0,72.9,51.9
19821103,66.0,37.0,72.5,51.5
19821104,67.0,37.0,72.0,51.1
19821105,68.0,37.0,71.5,50.7
19821106,64.0,37.0,71.0,50.3
19821107,65.0,38.0,70.5,49.9
19821108,64.0,48.0,70.0,49.5
19821109,64.0,44.0,69.5,49.1
19821110,56.0,40.0,69.0,48.7
19821111,58.0,35.0,68.5,48.3
19821112,58.0,33.0,68.0,47.8
19821113,60.0,35.0,67.5,47.4
19821114,59.0,33.0,67.0,47.0
19821115,60.0,33.0,66.5,46.6
19821116,55.0,38.0,66.0,46.2
19821117,61.0,37.0,65.5,45.8
19821118,67.0,37.0,65.0,45.4
19821119,66.0,49.0,64.5,45.0
19821120,61.0,41.0,64.0,44.6
19821121,55.0,37.0,63.5,44.2
19821122,53.0,38.0,63.0,43.8
19821123,55.0,45.0,62.5,43.4
19821124,61.0,40.0,62.1,43.1
19821125,62.0,38.0,61.6,42.7
19821126,62.0,36.0,61.2,42.4
19821127,61.0,37.0,60.8,42.0
19821128,60.0,38.0,60.4,41.7
19821129,65.0,53.0,60.0,41.4
19821130,57.0,44.0,59.6,41.1
19821201,54.0,40.0,59.2,40.8
19821202,53.0,39.0,58.9,40.5
19821203,56.0,35.0,58.5,40.3
19821204,56.0,36.0,58.2,40.0
19821205,61.0,36.0,57.9,39.8
19821206,57.0,36.0,57.7,39.6
19821207,54.0,38.0,57.4,39.4
19821208,49.0,40.0,57.2,39.2
19821209,51.0,44.0,56.9,39.0
19821210,59.0,44.0,56.7,38.8
19821211,57.0,39.0,56.6,38.7
19821212,55.0,36.0,56.4,38.6
19821213,58.0,38.0,56.2,38.5
19821214,53.0,33.0,56.1,38.4
19821215,51.0,33.0,56.0,38.3
19821216,52.0,33.0,55.9,38.2
19821217,54.0,30.0,55.9,38.1
19821218,60.0,33.0,55.8,38.1
19821219,57.0,33.0,55.8,38.1
19821220,54.0,32.0,55.8,38.0
19821221,61.0,36.0,55.7,38.0
19821222,61.0,49.0,55.8,38.0
19821223,53.0,40.0,55.8,38.0
19821224,49.0,41.0,55.8,38.0
19821225,51.0,33.0,55.9,38.1
19821226,47.0,29.0,55.9,38.1
19821227,51.0,29.0,56.0,38.1
19821228,43.0,31.0,56.0,38.2
19821229,43.0,26.0,56.1,38.2
19821230,47.0,33.0,56.2,38.3
19821231,47.0,26.0,56.3,38.3
19830101,50.0,27.0,56.4,38.4
19830102,52.0,27.0,56.5,38.4
19830103,53.0,29.0,56.6,38.5
19830104,57.0,32.0,56.7,38.5
19830105,61.0,35.0,56.8,38.6
19830106,61.0,34.0,56.9,38.7
19830107,65.0,37.0,57.0,38.7
19830108,64.0,39.0,57.2,38.8
19830109,63.0,38.0,57.3,38.9
19830110,60.0,37.0,57.4,38.9
19830111,68.0,38.0,57.5,39.0
19830112,66.0,36.0,57.6,39.1
19830113,65.0,35.0,57.7,39.1
19830114,67.0,37.0,57.8,39.2
19830115,65.0,38.0,57.9,39.3
19830116,52.0,42.0,58.0,39.3
19830117,59.0,38.0,58.1,39.4
19830118,57.0,35.0,58.2,39.5
19830119,56.0,37.0,58.3,39.5
19830120,52.0,30.0,58.4,39.6
19830121,51.0,28.0,58.5,39.7
19830122,48.0,37.0,58.6,39.8
19830123,49.0,40.0,58.7,39.9
19830124,47.0,37.0,58.8,40.0
19830125,56.0,34.0,58.9,40.1
19830126,56.0,41.0,59.0,40.1
19830127,52.0,41.0,59.1,40.3
19830128,55.0,37.0,59.3,40.4
19830129,56.0,40.0,59.4,40.5
19830130,54.0,37.0,59.5,40.6
19830131,55.0,41.0,59.6,40.7
19830201,53.0,33.0,59.8,40.8
19830202,45.0,33.0,59.9,41.0
19830203,43.0,36.0,60.1,41.1
19830204,49.0,37.0,60.2,41.3
19830205,49.0,34.0,60.4,41.4
19830206,50.0,41.0,60.5,41.6
19830207,53.0,46.0,60.7,41.8
19830208,62.0,47.0,60.9,42.0
19830209,60.0,41.0,61.1,42.1
19830210,62.0,40.0,61.3,42.3
19830211,64.0,42.0,61.5,42.5
19830212,63.0,40.0,61.7,42.7
19830213,68.0,46.0,61.9,42.9
19830214,63.0,44.0,62.2,43.2
19830215,62.0,39.0,62.4,43.4
19830216,65.0,42.0,62.6,43.6
19830217,67.0,40.0,62.9,43.8
19830218,78.0,45.0,63.2,44.1
19830219,65.0,50.0,63.4,44.3
19830220,62.0,45.0,63.7,44.5
19830221,66.0,39.0,64.0,44.8
19830222,70.0,42.0,64.2,45.0
19830223,66.0,44.0,64.5,45.2
19830224,66.0,48.0,64.8,45.5
19830225,60.0,46.0,65.1,45.7
19830226,66.0,50.0,65.4,45.9
19830227,61.0,51.0,65.7,46.2
19830228,68.0,50.0,66.0,46.4
19830301,65.0,50.0,66.3,46.6
19830302,52.0,48.0,66.6,46.8
19830303,60.0,47.0,66.9,47.0
19830304,63.0,44.0,67.2,47.3
19830305,68.0,44.0,67.5,47.5
19830306,67.0,45.0,67.7,47.7
19830307,67.0,51.0,68.0,47.9
19830308,70.0,49.0,68.3,48.1
19830309,73.0,49.0,68.6,48.3
19830310,74.0,49.0,68.9,48.4
19830311,74.0,54.0,69.1,48.6
19830312,74.0,47.0,69.4,48.8
19830313,74.0,52.0,69.7,49.0
19830314,68.0,55.0,69.9,49.1
19830315,64.0,49.0,70.2,49.3
19830316,62.0,39.0,70.4,49.5
19830317,62.0,49.0,70.7,49.6
19830318,60.0,44.0,70.9,49.8
19830319,63.0,40.0,71.2,50.0
19830320,59.0,39.0,71.4,50.1
19830321,57.0,44.0,71.6,50.3
19830322,62.0,39.0,71.9,50.4
19830323,64.0,48.0,72.1,50.6
19830324,60.0,45.0,72.3,50.7
19830325,61.0,39.0,72.6,50.9
19830326,64.0,39.0,72.8,51.1
19830327,66.0,46.0,73.0,51.2
19830328,66.0,50.0,73.2,51.4
19830329,72.0,46.0,73.5,51.6
19830330,80.0,48.0,73.7,51.8
19830331,81.0,53.0,73.9,52.0
19830401,67.0,50.0,74.2,52.2
19830402,77.0,44.0,74.4,52.4
19830403,59.0,47.0,74.6,52.6
19830404,60.0,45.0,74.9,52.8
19830405,60.0,44.0,75.1,53.0
19830406,60.0,46.0,75.4,53.3
19830407,63.0,40.0,75.6,53.5
19830408,72.0,39.0,75.9,53.7
19830409,77.0,46.0,76.2,54.0
19830410,72.0,53.0,76.5,54.3
19830411,64.0,47.0,76.7,54.5
19830412,53.0,42.0,77.0,54.8
19830413,61.0,37.0,77.3,55.1
19830414,64.0,38.0,77.6,55.4
19830415,67.0,42.0,77.9,55.7
19830416,74.0,44.0,78.2,56.0
19830417,83.0,47.0,78.6,56.3
19830418,70.0,53.0,78.9,56.7
19830419,74.0,47.0,79.2,57.0
19830420,65.0,53.0,79.6,57.3
19830421,63.0,48.0,79.9,57.7
19830422,74.0,49.0,80.3,58.0
19830423,82.0,52.0,80.6,58.4
19830424,76.0,57.0,81.0,58.7
19830425,72.0,52.0,81.3,59.1
19830426,73.0,49.0,81.7,59.4
19830427,77.0,57.0,82.1,59.8
19830428,78.0,58.0,82.4,60.1
19830429,67.0,55.0,82.8,60.5
19830430,69.0,52.0,83.2,60.8
19830501,63.0,49.0,83.5,61.2
19830502,73.0,46.0,83.9,61.5
19830503,79.0,49.0,84.3,61.8
19830504,84.0,53.0,84.7,62.2
19830505,75.0,54.0,85.0,62.5
19830506,75.0,50.0,85.4,62.8
19830507,80.0,53.0,85.8,63.2
19830508,89.0,57.0,86.1,63.5
19830509,82.0,58.0,86.5,63.8
19830510,75.0,55.0,86.9,64.1
19830511,71.0,53.0,87.2,64.4
19830512,74.0,53.0,87.6,64.7
19830513,78.0,51.0,88.0,65.1
19830514,80.0,54.0,88.3,65.3
19830515,86.0,54.0,88.7,65.6
19830516,76.0,62.0,89.0,65.9
19830517,78.0,57.0,89.3,66.2
19830518,84.0,54.0,89.7,66.5
19830519,82.0,62.0,90.0,66.8
19830520,85.0,56.0,90.4,67.1
19830521,94.0,61.0,90.7,67.3
19830522,95.0,69.0,91.0,67.6
19830523,98.0,66.0,91.4,67.9
19830524,100.0,68.0,91.7,68.1
19830525,102.0,68.0,92.0,68.4
19830526,102.0,70.0,92.3,68.7
19830527,103.0,69.0,92.7,68.9
19830528,105.0,73.0,93.0,69.2
19830529,105.0,78.0,93.3,69.5
19830530,101.0,72.0,93.6,69.8
19830531,95.0,71.0,93.9,70.0
19830601,84.0,64.0,94.3,70.3
19830602,84.0,57.0,94.6,70.6
19830603,88.0,62.0,94.9,70.9
19830604,89.0,62.0,95.2,71.2
19830605,91.0,72.0,95.5,71.4
19830606,95.0,68.0,95.8,71.7
19830607,98.0,71.0,96.2,72.0
19830608,96.0,68.0,96.5,72.3
19830609,96.0,69.0,96.8,72.6
19830610,100.0,71.0,97.1,72.9
19830611,92.0,74.0,97.4,73.2
19830612,89.0,66.0,97.7,73.5
19830613,87.0,71.0,98.0,73.8
19830614,91.0,64.0,98.4,74.1
19830615,100.0,66.0,98.7,74.5
19830616,103.0,69.0,99.0,74.8
19830617,106.0,71.0,99.3,75.1
19830618,103.0,79.0,99.6,75.4
19830619,100.0,71.0,99.9,75.7
19830620,100.0,73.0,100.2,76.0
19830621,98.0,72.0,100.4,76.3
19830622,98.0,70.0,100.7,76.6
19830623,101.0,70.0,101.0,76.9
19830624,98.0,71.0,101.3,77.2
19830625,100.0,70.0,101.5,77.5
19830626,100.0,72.0,101.8,77.8
19830627,98.0,75.0,102.0,78.0
19830628,97.0,71.0,102.3,78.3
19830629,101.0,70.0,102.5,78.6
19830630,97.0,76.0,102.7,78.8
19830701,98.0,73.0,102.9,79.1
19830702,97.0,75.0,103.1,79.3
19830703,100.0,70.0,103.3,79.5
19830704,103.0,74.0,103.5,79.7
19830705,110.0,77.0,103.6,79.9
19830706,110.0,85.0,103.8,80.1
19830707,106.0,81.0,103.9,80.3
19830708,103.0,79.0,104.0,80.5
19830709,97.0,80.0,104.2,80.6
19830710,94.0,66.0,104.3,80.8
19830711,97.0,69.0,104.3,80.9
19830712,104.0,71.0,104.4,81.0
19830713,109.0,73.0,104.5,81.1
19830714,109.0,83.0,104.5,81.2
19830715,101.0,83.0,104.6,81.3
19830716,98.0,75.0,104.6,81.3
19830717,101.0,76.0,104.6,81.4
19830718,103.0,72.0,104.7,81.4
19830719,103.0,72.0,104.7,81.5
19830720,104.0,76.0,104.6,81.5
19830721,94.0,73.0,104.6,81.5
19830722,100.0,67.0,104.6,81.5
19830723,102.0,75.0,104.6,81.5
19830724,103.0,78.0,104.5,81.5
19830725,105.0,76.0,104.5,81.5
19830726,101.0,73.0,104.4,81.4
19830727,101.0,73.0,104.3,81.4
19830728,102.0,74.0,104.3,81.4
19830729,103.0,71.0,104.2,81.3
19830730,97.0,84.0,104.1,81.3
19830731,98.0,76.0,104.0,81.2
19830801,89.0,77.0,103.9,81.1
19830802,102.0,74.0,103.8,81.0
19830803,107.0,79.0,103.7,81.0
19830804,107.0,79.0,103.6,80.9
19830805,107.0,80.0,103.5,80.8
19830806,108.0,75.0,103.4,80.7
19830807,100.0,75.0,103.3,80.6
19830808,102.0,76.0,103.2,80.5
19830809,90.0,77.0,103.1,80.4
19830810,82.0,70.0,103.0,80.3
19830811,93.0,70.0,102.8,80.2
19830812,96.0,72.0,102.7,80.0
19830813,101.0,76.0,102.6,79.9
19830814,102.0,80.0,102.4,79.8
19830815,89.0,73.0,102.3,79.7
19830816,92.0,72.0,102.2,79.5
19830817,74.0,68.0,102.0,79.4
19830818,74.0,67.0,101.9,79.2
19830819,81.0,66.0,101.7,79.1
19830820,88.0,65.0,101.6,78.9
19830821,91.0,68.0,101.4,78.8
19830822,91.0,65.0,101.3,78.6
19830823,91.0,65.0,101.1,78.4
19830824,95.0,66.0,100.9,78.2
19830825,96.0,68.0,100.7,78.0
19830826,98.0,67.0,100.5,77.8
19830827,100.0,71.0,100.3,77.6
19830828,102.0,76.0,100.1,77.4
19830829,100.0,76.0,99.9,77.1
19830830,101.0,75.0,99.6,76.9
19830831,103.0,74.0,99.4,76.6
19830901,93.0,78.0,99.1,76.3
19830902,102.0,74.0,98.9,76.1
19830903,103.0,78.0,98.6,75.8
19830904,98.0,69.0,98.3,75.5
19830905,102.0,70.0,98.0,75.2
19830906,101.0,73.0,97.7,74.9
19830907,97.0,76.0,97.4,74.5
19830908,98.0,74.0,97.1,74.2
19830909,99.0,78.0,96.7,73.8
19830910,99.0,78.0,96.4,73.5
19830911,101.0,72.0,96.0,73.1
19830912,103.0,72.0,95.7,72.7
19830913,103.0,73.0,95.3,72.3
19830914,103.0,74.0,94.9,71.9
19830915,101.0,74.0,94.5,71.5
19830916,100.0,75.0,94.1,71.1
19830917,101.0,74.0,93.7,70.7
19830918,101.0,78.0,93.3,70.3
19830919,95.0,77.0,92.8,69.9
19830920,84.0,67.0,92.4,69.4
19830921,89.0,62.0,92.0,69.0
19830922,90.0,67.0,91.5,68.6
19830923,93.0,74.0,91.1,68.1
19830924,87.0,64.0,90.6,67.7
19830925,86.0,67.0,90.1,67.2
19830926,76.0,63.0,89.7,66.8
19830927,80.0,61.0,89.2,66.3
19830928,85.0,62.0,88.8,65.9
19830929,76.0,61.0,88.3,65.5
19830930,76.0,58.0,87.8,65.0
19831001,74.0,58.0,87.4,64.6
19831002,73.0,53.0,86.9,64.1
19831003,76.0,53.0,86.4,63.7
19831004,81.0,55.0,86.0,63.3
19831005,72.0,60.0,85.5,62.9
19831006,79.0,56.0,85.1,62.4
19831007,81.0,63.0,84.6,62.0
19831008,82.0,60.0,84.1,61.6
19831009,86.0,62.0,83.7,61.2
19831010,84.0,62.0,83.2,60.8
19831011,82.0,58.0,82.8,60.4
19831012,82.0,56.0,82.3,60.0
19831013,85.0,54.0,81.9,59.6
19831014,76.0,54.0,81.5,59.2
19831015,76.0,51.0,81.0,58.8
19831016,78.0,51.0,80.6,58.4
19831017,75.0,58.0,80.1,58.0
19831018,80.0,54.0,79.7,57.6
19831019,83.0,55.0,79.3,57.3
19831020,81.0,53.0,78.8,56.9
19831021,79.0,54.0,78.4,56.5
19831022,82.0,52.0,77.9,56.1
19831023,85.0,53.0,77.5,55.8
19831024,79.0,64.0,77.1,55.4
19831025,80.0,56.0,76.6,55.0
19831026,82.0,53.0,76.2,54.6
19831027,79.0,53.0,75.7,54.2
19831028,80.0,56.0,75.3,53.9
19831029,78.0,57.0,74.8,53.5
19831030,79.0,56.0,74.3,53.1
19831031,76.0,56.0,73.9,52.7
19831101,72.0,53.0,73.4,52.3
19831102,76.0,54.0,72.9,51.9
19831103,80.0,53.0,72.5,51.5
19831104,78.0,50.0,72.0,51.1
19831105,78.0,53.0,71.5,50.7
19831106,77.0,53.0,71.0,50.3
19831107,83.0,54.0,70.5,49.9
19831108,69.0,47.0,70.0,49.5
19831109,62.0,41.0,69.5,49.1
19831110,68.0,47.0,69.0,48.7
19831111,76.0,52.0,68.5,48.3
19831112,74.0,62.0,68.0,47.8
19831113,73.0,56.0,67.5,47.4
19831114,67.0,45.0,67.0,47.0
19831115,67.0,42.0,66.5,46.6
19831116,66.0,42.0,66.0,46.2
19831117,72.0,49.0,65.5,45.8
19831118,64.0,50.0,65.0,45.4
19831119,59.0,39.0,64.5,45.0
19831120,67.0,45.0,64.0,44.6
19831121,49.0,40.0,63.5,44.2
19831122,51.0,35.0,63.0,43.8
19831123,54.0,30.0,62.5,43.4
19831124,56.0,39.0,62.1,43.1
19831125,52.0,40.0,61.6,42.7
19831126,52.0,40.0,61.2,42.4
19831127,55.0,37.0,60.8,42.0
19831128,55.0,33.0,60.4,41.7
19831129,54.0,32.0,60.0,41.4
19831130,55.0,40.0,59.6,41.1
19831201,57.0,41.0,59.2,40.8
19831202,63.0,45.0,58.9,40.5
19831203,63.0,42.0,58.5,40.3
19831204,57.0,41.0,58.2,40.0
19831205,49.0,30.0,57.9,39.8
19831206,48.0,28.0,57.7,39.6
19831207,52.0,29.0,57.4,39.4
19831208,56.0,31.0,57.2,39.2
19831209,61.0,36.0,56.9,39.0
19831210,62.0,39.0,56.7,38.8
19831211,58.0,39.0,56.6,38.7
19831212,61.0,39.0,56.4,38.6
19831213,58.0,37.0,56.2,38.5
19831214,65.0,40.0,56.1,38.4
19831215,73.0,46.0,56.0,38.3
19831216,62.0,44.0,55.9,38.2
19831217,61.0,38.0,55.9,38.1
19831218,60.0,38.0,55.8,38.1
19831219,56.0,38.0,55.8,38.1
19831220,55.0,35.0,55.8,38.0
19831221,50.0,32.0,55.7,38.0
19831222,56.0,36.0,55.8,38.0
19831223,59.0,38.0,55.8,38.0
19831224,58.0,42.0,55.8,38.0
19831225,53.0,47.0,55.9,38.1
19831226,54.0,48.0,55.9,38.1
19831227,64.0,42.0,56.0,38.1
19831228,50.0,33.0,56.0,38.2
19831229,51.0,33.0,56.1,38.2
19831230,55.0,35.0,56.2,38.3
19831231,61.0,39.0,56.3,38.3
19840101,61.0,43.0,56.4,38.4
19840102,58.0,38.0,56.5,38.4
19840103,59.0,32.0,56.6,38.5
19840104,66.0,38.0,56.7,38.5
19840105,65.0,42.0,56.8,38.6
19840106,65.0,38.0,56.9,38.7
19840107,65.0,39.0,57.0,38.7
19840108,63.0,39.0,57.2,38.8
19840109,65.0,38.0,57.3,38.9
19840110,60.0,38.0,57.4,38.9
19840111,62.0,37.0,57.5,39.0
19840112,52.0,33.0,57.6,39.1
19840113,51.0,39.0,57.7,39.1
19840114,52.0,32.0,57.8,39.2
19840115,51.0,31.0,57.9,39.3
19840116,47.0,32.0,58.0,39.3
19840117,49.0,29.0,58.1,39.4
19840118,41.0,21.0,58.2,39.5
19840119,49.0,26.0,58.3,39.5
19840120,51.0,28.0,58.4,39.6
19840121,47.0,30.0,58.5,39.7
19840122,58.0,30.0,58.6,39.8
19840123,60.0,35.0,58.7,39.9
19840124,67.0,35.0,58.8,40.0
19840125,66.0,40.0,58.9,40.1
19840126,58.0,43.0,59.0,40.1
19840127,63.0,42.0,59.1,40.3
19840128,69.0,39.0,59.3,40.4
19840129,68.0,38.0,59.4,40.5
19840130,67.0,38.0,59.5,40.6
19840131,64.0,38.0,59.6,40.7
19840201,64.0,41.0,59.8,40.8
19840202,64.0,39.0,59.9,41.0
19840203,66.0,35.0,60.1,41.1
19840204,70.0,40.0,60.2,41.3
19840205,67.0,38.0,60.4,41.4
19840206,68.0,37.0,60.5,41.6
19840207,66.0,38.0,60.7,41.8
19840208,62.0,39.0,60.9,42.0
19840209,64.0,42.0,61.1,42.1
19840210,58.0,39.0,61.3,42.3
19840211,53.0,33.0,61.5,42.5
19840212,61.0,34.0,61.7,42.7
19840213,67.0,39.0,61.9,42.9
19840214,60.0,39.0,62.2,43.2
19840215,57.0,35.0,62.4,43.4
19840216,64.0,35.0,62.6,43.6
19840217,58.0,43.0,62.9,43.8
19840218,55.0,40.0,63.2,44.1
19840219,59.0,39.0,63.4,44.3
19840220,60.0,32.0,63.7,44.5
19840221,67.0,34.0,64.0,44.8
19840222,60.0,43.0,64.2,45.0
19840223,57.0,33.0,64.5,45.2
19840224,62.0,38.0,64.8,45.5
19840225,61.0,46.0,65.1,45.7
19840226,59.0,42.0,65.4,45.9
19840227,59.0,34.0,65.7,46.2
19840228,66.0,33.0,66.0,46.4
19840229,71.0,39.0,66.1,46.5
19840301,71.0,42.0,66.3,46.6
19840302,74.0,42.0,66.6,46.8
19840303,68.0,45.0,66.9,47.0
19840304,61.0,43.0,67.2,47.3
19840305,57.0,40.0,67.5,47.5
19840306,64.0,32.0,67.7,47.7
19840307,67.0,39.0,68.0,47.9
19840308,73.0,44.0,68.3,48.1
19840309,74.0,45.0,68.6,48.3
19840310,72.0,47.0,68.9,48.4
19840311,70.0,45.0,69.1,48.6
19840312,72.0,43.0,69.4,48.8
19840313,80.0,43.0,69.7,49.0
19840314,73.0,55.0,69.9,49.1
19840315,73.0,49.0,70.2,49.3
19840316,71.0,44.0,70.4,49.5
19840317,68.0,51.0,70.7,49.6
19840318,67.0,47.0,70.9,49.8
19840319,72.0,44.0,71.2,50.0
19840320,75.0,46.0,71.4,50.1
19840321,82.0,48.0,71.6,50.3
19840322,70.0,52.0,71.9,50.4
19840323,70.0,45.0,72.1,50.6
19840324,76.0,43.0,72.3,50.7
19840325,71.0,49.0,72.6,50.9
19840326,81.0,54.0,72.8,51.1
19840327,66.0,52.0,73.0,51.2
19840328,66.0,41.0,73.2,51.4
19840329,68.0,42.0,73.5,51.6
19840330,66.0,44.0,73.7,51.8
19840331,69.0,44.0,73.9,52.0
19840401,59.0,41.0,74.2,52.2
19840402,67.0,40.0,74.4,52.4
19840403,68.0,43.0,74.6,52.6
19840404,76.0,45.0,74.9,52.8
19840405,77.0,50.0,75.1,53.0
19840406,64.0,50.0,75.4,53.3
19840407,71.0,50.0,75.6,53.5
19840408,82.0,45.0,75.9,53.7
19840409,68.0,52.0,76.2,54.0
19840410,81.0,48.0,76.5,54.3
19840411,72.0,56.0,76.7,54.5
19840412,81.0,47.0,77.0,54.8
19840413,83.0,54.0,77.3,55.1
19840414,87.0,53.0,77.6,55.4
19840415,90.0,56.0,77.9,55.7
19840416,95.0,58.0,78.2,56.0
19840417,83.0,64.0,78.6,56.3
19840418,77.0,55.0,78.9,56.7
19840419,67.0,53.0,79.2,57.0
19840420,70.0,48.0,79.6,57.3
19840421,75.0,56.0,79.9,57.7
19840422,78.0,53.0,80.3,58.0
19840423,88.0,51.0,80.6,58.4
19840424,87.0,67.0,81.0,58.7
19840425,68.0,49.0,81.3,59.1
19840426,59.0,46.0,81.7,59.4
19840427,64.0,39.0,82.1,59.8
19840428,68.0,49.0,82.4,60.1
19840429,77.0,47.0,82.8,60.5
19840430,80.0,55.0,83.2,60.8
19840501,82.0,55.0,83.5,61.2
19840502,87.0,60.0,83.9,61.5
19840503,92.0,62.0,84.3,61.8
19840504,90.0,67.0,84.7,62.2
19840505,85.0,62.0,85.0,62.5
19840506,84.0,62.0,85.4,62.8
19840507,77.0,57.0,85.8,63.2
19840508,87.0,55.0,86.1,63.5
19840509,97.0,58.0,86.5,63.8
19840510,98.0,69.0,86.9,64.1
19840511,98.0,65.0,87.2,64.4
19840512,101.0,70.0,87.6,64.7
19840513,99.0,66.0,88.0,65.1
19840514,96.0,71.0,88.3,65.3
19840515,78.0,60.0,88.7,65.6
19840516,84.0,54.0,89.0,65.9
19840517,93.0,58.0,89.3,66.2
19840518,92.0,60.0,89.7,66.5
19840519,97.0,64.0,90.0,66.8
19840520,102.0,67.0,90.4,67.1
19840521,100.0,74.0,90.7,67.3
19840522,103.0,72.0,91.0,67.6
19840523,106.0,74.0,91.4,67.9
19840524,101.0,77.0,91.7,68.1
