date,min,max,normal_min,normal_max
19720330,66.0,39.0,73.7,51.8
19720331,74.0,39.0,73.9,52.0
19720401,82.0,47.0,74.2,52.2
19720402,83.0,51.0,74.4,52.4
19720403,85.0,52.0,74.6,52.6
19720404,87.0,51.0,74.9,52.8
19720405,88.0,63.0,75.1,53.0
19720406,82.0,57.0,75.4,53.3
19720407,82.0,50.0,75.6,53.5
19720408,87.0,54.0,75.9,53.7
19720409,88.0,54.0,76.2,54.0
19720410,80.0,61.0,76.5,54.3
19720411,72.0,58.0,76.7,54.5
19720412,72.0,53.0,77.0,54.8
19720413,58.0,41.0,77.3,55.1
19720414,72.0,43.0,77.6,55.4
19720415,75.0,43.0,77.9,55.7
19720416,84.0,47.0,78.2,56.0
19720417,78.0,56.0,78.6,56.3
19720418,61.0,45.0,78.9,56.7
19720419,60.0,44.0,79.2,57.0
19720420,72.0,38.0,79.6,57.3
19720421,82.0,43.0,79.9,57.7
19720422,84.0,48.0,80.3,58.0
19720423,88.0,50.0,80.6,58.4
19720424,85.0,60.0,81.0,58.7
19720425,77.0,57.0,81.3,59.1
19720426,75.0,54.0,81.7,59.4
19720427,79.0,47.0,82.1,59.8
19720428,89.0,48.0,82.4,60.1
19720429,88.0,62.0,82.8,60.5
19720430,78.0,57.0,83.2,60.8
19720501,85.0,49.0,83.5,61.2
19720502,90.0,55.0,83.9,61.5
19720503,93.0,57.0,84.3,61.8
19720504,92.0,65.0,84.7,62.2
19720505,90.0,60.0,85.0,62.5
19720506,89.0,60.0,85.4,62.8
19720507,86.0,58.0,85.8,63.2
19720508,86.0,62.0,86.1,63.5
19720509,84.0,63.0,86.5,63.8
19720510,85.0,62.0,86.9,64.1
19720511,87.0,53.0,87.2,64.4
19720512,91.0,54.0,87.6,64.7
19720513,89.0,62.0,88.0,65.1
19720514,92.0,55.0,88.3,65.3
19720515,96.0,58.0,88.7,65.6
19720516,97.0,62.0,89.0,65.9
19720517,90.0,64.0,89.3,66.2
19720518,86.0,62.0,89.7,66.5
19720519,78.0,57.0,90.0,66.8
19720520,72.0,51.0,90.4,67.1
19720521,77.0,47.0,90.7,67.3
19720522,85.0,54.0,91.0,67.6
19720523,90.0,56.0,91.4,67.9
19720524,92.0,62.0,91.7,68.1
19720525,91.0,60.0,92.0,68.4
19720526,93.0,60.0,92.3,68.7
19720527,95.0,59.0,92.7,68.9
19720528,98.0,65.0,93.0,69.2
19720529,101.0,69.0,93.3,69.5
19720530,101.0,71.0,93.6,69.8
19720531,96.0,70.0,93.9,70.0
19720601,97.0,73.0,94.3,70.3
19720602,97.0,70.0,94.6,70.6
19720603,98.0,72.0,94.9,70.9
19720604,96.0,70.0,95.2,71.2
19720605,92.0,71.0,95.5,71.4
19720606,92.0,67.0,95.8,71.7
19720607,83.0,66.0,96.2,72.0
19720608,91.0,67.0,96.5,72.3
19720609,91.0,66.0,96.8,72.6
19720610,92.0,68.0,97.1,72.9
19720611,94.0,65.0,97.4,73.2
19720612,100.0,68.0,97.7,73.5
19720613,100.0,71.0,98.0,73.8
19720614,100.0,71.0,98.4,74.1
19720615,100.0,72.0,98.7,74.5
19720616,103.0,75.0,99.0,74.8
19720617,104.0,74.0,99.3,75.1
19720618,103.0,72.0,99.6,75.4
19720619,103.0,75.0,99.9,75.7
19720620,99.0,78.0,100.2,76.0
19720621,103.0,80.0,100.4,76.3
19720622,99.0,75.0,100.7,76.6
19720623,92.0,68.0,101.0,76.9
19720624,94.0,69.0,101.3,77.2
19720625,96.0,70.0,101.5,77.5
19720626,99.0,66.0,101.8,77.8
19720627,101.0,65.0,102.0,78.0
19720628,106.0,69.0,102.3,78.3
19720629,111.0,77.0,102.5,78.6
19720630,114.0,80.0,102.7,78.8
19720701,116.0,83.0,102.9,79.1
19720702,112.0,80.0,103.1,79.3
19720703,109.0,83.0,103.3,79.5
19720704,110.0,78.0,103.5,79.7
19720705,108.0,83.0,103.6,79.9
19720706,108.0,84.0,103.8,80.1
19720707,107.0,76.0,103.9,80.3
19720708,107.0,82.0,104.0,80.5
19720709,106.0,83.0,104.2,80.6
19720710,107.0,81.0,104.3,80.8
19720711,108.0,78.0,104.3,80.9
19720712,110.0,76.0,104.4,81.0
19720713,114.0,78.0,104.5,81.1
19720714,116.0,82.0,104.5,81.2
19720715,111.0,82.0,104.6,81.3
19720716,107.0,72.0,104.6,81.3
19720717,104.0,72.0,104.6,81.4
19720718,107.0,81.0,104.7,81.4
19720719,106.0,81.0,104.7,81.5
19720720,99.0,78.0,104.6,81.5
19720721,98.0,71.0,104.6,81.5
19720722,101.0,66.0,104.6,81.5
19720723,107.0,69.0,104.6,81.5
19720724,105.0,77.0,104.5,81.5
19720725,104.0,78.0,104.5,81.5
19720726,104.0,78.0,104.4,81.4
19720727,107.0,78.0,104.3,81.4
19720728,109.0,71.0,104.3,81.4
19720729,112.0,78.0,104.2,81.3
19720730,110.0,87.0,104.1,81.3
19720731,111.0,83.0,104.0,81.2
19720801,111.0,86.0,103.9,81.1
19720802,108.0,82.0,103.8,81.0
19720803,106.0,75.0,103.7,81.0
19720804,106.0,78.0,103.6,80.9
19720805,106.0,80.0,103.5,80.8
19720806,108.0,81.0,103.4,80.7
19720807,109.0,80.0,103.3,80.6
19720808,109.0,81.0,103.2,80.5
19720809,105.0,78.0,103.1,80.4
19720810,107.0,80.0,103.0,80.3
19720811,108.0,81.0,102.8,80.2
19720812,97.0,76.0,102.7,80.0
19720813,83.0,69.0,102.6,79.9
19720814,89.0,69.0,102.4,79.8
19720815,95.0,67.0,102.3,79.7
19720816,95.0,64.0,102.2,79.5
19720817,98.0,65.0,102.0,79.4
19720818,97.0,71.0,101.9,79.2
19720819,96.0,68.0,101.7,79.1
19720820,97.0,69.0,101.6,78.9
19720821,100.0,68.0,101.4,78.8
19720822,104.0,71.0,101.3,78.6
19720823,105.0,72.0,101.1,78.4
19720824,99.0,70.0,100.9,78.2
19720825,88.0,67.0,100.7,78.0
19720826,95.0,70.0,100.5,77.8
19720827,90.0,69.0,100.3,77.6
19720828,93.0,65.0,100.1,77.4
19720829,97.0,66.0,99.9,77.1
19720830,95.0,75.0,99.6,76.9
19720831,100.0,73.0,99.4,76.6
19720901,99.0,73.0,99.1,76.3
19720902,97.0,74.0,98.9,76.1
19720903,96.0,69.0,98.6,75.8
19720904,96.0,79.0,98.3,75.5
19720905,97.0,76.0,98.0,75.2
19720906,79.0,63.0,97.7,74.9
19720907,86.0,60.0,97.4,74.5
19720908,93.0,67.0,97.1,74.2
19720909,94.0,67.0,96.7,73.8
19720910,95.0,68.0,96.4,73.5
19720911,86.0,66.0,96.0,73.1
19720912,88.0,59.0,95.7,72.7
19720913,91.0,61.0,95.3,72.3
19720914,93.0,60.0,94.9,71.9
19720915,95.0,61.0,94.5,71.5
19720916,99.0,66.0,94.1,71.1
19720917,99.0,70.0,93.7,70.7
19720918,85.0,66.0,93.3,70.3
19720919,83.0,61.0,92.8,69.9
19720920,87.0,58.0,92.4,69.4
19720921,89.0,59.0,92.0,69.0
19720922,95.0,60.0,91.5,68.6
19720923,93.0,66.0,91.1,68.1
19720924,85.0,65.0,90.6,67.7
19720925,84.0,55.0,90.1,67.2
19720926,89.0,60.0,89.7,66.8
19720927,91.0,64.0,89.2,66.3
19720928,90.0,66.0,88.8,65.9
19720929,88.0,66.0,88.3,65.5
19720930,89.0,62.0,87.8,65.0
19721001,87.0,61.0,87.4,64.6
19721002,88.0,62.0,86.9,64.1
19721003,82.0,60.0,86.4,63.7
19721004,80.0,59.0,86.0,63.3
19721005,79.0,54.0,85.5,62.9
19721006,74.0,61.0,85.1,62.4
19721007,83.0,63.0,84.6,62.0
19721008,84.0,61.0,84.1,61.6
19721009,82.0,61.0,83.7,61.2
19721010,75.0,55.0,83.2,60.8
19721011,78.0,49.0,82.8,60.4
19721012,75.0,61.0,82.3,60.0
19721013,84.0,54.0,81.9,59.6
19721014,72.0,56.0,81.5,59.2
19721015,75.0,55.0,81.0,58.8
19721016,77.0,54.0,80.6,58.4
19721017,74.0,61.0,80.1,58.0
19721018,66.0,56.0,79.7,57.6
19721019,70.0,51.0,79.3,57.3
19721020,64.0,48.0,78.8,56.9
19721021,68.0,45.0,78.4,56.5
19721022,73.0,48.0,77.9,56.1
19721023,75.0,50.0,77.5,55.8
19721024,69.0,52.0,77.1,55.4
19721025,66.0,49.0,76.6,55.0
19721026,72.0,44.0,76.2,54.6
19721027,64.0,51.0,75.7,54.2
19721028,70.0,46.0,75.3,53.9
19721029,61.0,45.0,74.8,53.5
19721030,55.0,43.0,74.3,53.1
19721031,60.0,39.0,73.9,52.7
19721101,62.0,35.0,73.4,52.3
19721102,67.0,39.0,72.9,51.9
19721103,69.0,42.0,72.5,51.5
19721104,74.0,44.0,72.0,51.1
19721105,69.0,45.0,71.5,50.7
19721106,64.0,40.0,71.0,50.3
19721107,60.0,46.0,70.5,49.9
19721108,63.0,45.0,70.0,49.5
19721109,62.0,39.0,69.5,49.1
19721110,56.0,42.0,69.0,48.7
19721111,55.0,42.0,68.5,48.3
19721112,62.0,38.0,68.0,47.8
19721113,59.0,36.0,67.5,47.4
19721114,59.0,43.0,67.0,47.0
19721115,59.0,40.0,66.5,46.6
19721116,55.0,42.0,66.0,46.2
19721117,55.0,39.0,65.5,45.8
19721118,56.0,39.0,65.0,45.4
19721119,56.0,40.0,64.5,45.0
19721120,57.0,37.0,64.0,44.6
19721121,55.0,33.0,63.5,44.2
19721122,56.0,39.0,63.0,43.8
19721123,56.0,38.0,62.5,43.4
19721124,56.0,34.0,62.1,43.1
19721125,60.0,36.0,61.6,42.7
19721126,64.0,38.0,61.2,42.4
19721127,64.0,43.0,60.8,42.0
19721128,54.0,35.0,60.4,41.7
19721129,58.0,35.0,60.0,41.4
19721130,61.0,34.0,59.6,41.1
19721201,63.0,36.0,59.2,40.8
19721202,59.0,34.0,58.9,40.5
19721203,56.0,34.0,58.5,40.3
19721204,60.0,37.0,58.2,40.0
19721205,42.0,29.0,57.9,39.8
19721206,49.0,25.0,57.7,39.6
19721207,52.0,41.0,57.4,39.4
19721208,46.0,33.0,57.2,39.2
19721209,37.0,25.0,56.9,39.0
19721210,32.0,20.0,56.7,38.8
19721211,36.0,21.0,56.6,38.7
19721212,34.0,19.0,56.4,38.6
19721213,46.0,23.0,56.2,38.5
19721214,45.0,23.0,56.1,38.4
19721215,47.0,23.0,56.0,38.3
19721216,49.0,28.0,55.9,38.2
19721217,49.0,29.0,55.9,38.1
19721218,57.0,30.0,55.8,38.1
19721219,57.0,32.0,55.8,38.1
19721220,67.0,38.0,55.8,38.0
19721221,60.0,34.0,55.7,38.0
19721222,62.0,35.0,55.8,38.0
19721223,62.0,36.0,55.8,38.0
19721224,60.0,35.0,55.8,38.0
19721225,62.0,39.0,55.9,38.1
19721226,60.0,35.0,55.9,38.1
19721227,57.0,31.0,56.0,38.1
19721228,53.0,37.0,56.0,38.2
19721229,49.0,39.0,56.1,38.2
19721230,46.0,30.0,56.2,38.3
19721231,49.0,25.0,56.3,38.3
19730101,51.0,34.0,56.4,38.4
19730102,48.0,27.0,56.5,38.4
19730103,43.0,28.0,56.6,38.5
19730104,42.0,27.0,56.7,38.5
19730105,40.0,18.0,56.8,38.6
19730106,42.0,18.0,56.9,38.7
19730107,42.0,19.0,57.0,38.7
19730108,43.0,23.0,57.2,38.8
19730109,38.0,32.0,57.3,38.9
19730110,51.0,33.0,57.4,38.9
19730111,52.0,32.0,57.5,39.0
19730112,53.0,32.0,57.6,39.1
19730113,58.0,34.0,57.7,39.1
19730114,63.0,35.0,57.8,39.2
19730115,59.0,37.0,57.9,39.3
19730116,56.0,36.0,58.0,39.3
19730117,58.0,40.0,58.1,39.4
19730118,60.0,38.0,58.2,39.5
19730119,52.0,40.0,58.3,39.5
19730120,49.0,31.0,58.4,39.6
19730121,44.0,28.0,58.5,39.7
19730122,51.0,35.0,58.6,39.8
19730123,50.0,31.0,58.7,39.9
19730124,51.0,28.0,58.8,40.0
19730125,50.0,30.0,58.9,40.1
19730126,55.0,40.0,59.0,40.1
19730127,52.0,34.0,59.1,40.3
19730128,52.0,30.0,59.3,40.4
19730129,54.0,32.0,59.4,40.5
19730130,50.0,31.0,59.5,40.6
19730131,59.0,31.0,59.6,40.7
19730201,55.0,33.0,59.8,40.8
19730202,55.0,29.0,59.9,41.0
19730203,56.0,39.0,60.1,41.1
19730204,64.0,40.0,60.2,41.3
19730205,61.0,35.0,60.4,41.4
19730206,60.0,45.0,60.5,41.6
19730207,58.0,43.0,60.7,41.8
19730208,59.0,40.0,60.9,42.0
19730209,58.0,38.0,61.1,42.1
19730210,65.0,44.0,61.3,42.3
19730211,56.0,46.0,61.5,42.5
19730212,58.0,42.0,61.7,42.7
19730213,51.0,39.0,61.9,42.9
19730214,50.0,36.0,62.2,43.2
19730215,55.0,41.0,62.4,43.4
19730216,59.0,42.0,62.6,43.6
19730217,60.0,38.0,62.9,43.8
19730218,61.0,35.0,63.2,44.1
19730219,60.0,34.0,63.4,44.3
19730220,59.0,36.0,63.7,44.5
19730221,50.0,42.0,64.0,44.8
19730222,55.0,43.0,64.2,45.0
19730223,61.0,47.0,64.5,45.2
19730224,64.0,41.0,64.8,45.5
19730225,63.0,41.0,65.1,45.7
19730226,67.0,41.0,65.4,45.9
19730227,68.0,43.0,65.7,46.2
19730228,65.0,49.0,66.0,46.4
19730301,64.0,42.0,66.3,46.6
19730302,65.0,43.0,66.6,46.8
19730303,60.0,37.0,66.9,47.0
19730304,60.0,45.0,67.2,47.3
19730305,60.0,39.0,67.5,47.5
19730306,58.0,38.0,67.7,47.7
19730307,58.0,43.0,68.0,47.9
19730308,51.0,43.0,68.3,48.1
19730309,64.0,41.0,68.6,48.3
19730310,67.0,40.0,68.9,48.4
19730311,61.0,42.0,69.1,48.6
19730312,52.0,39.0,69.4,48.8
19730313,53.0,36.0,69.7,49.0
19730314,58.0,42.0,69.9,49.1
19730315,62.0,42.0,70.2,49.3
19730316,65.0,37.0,70.4,49.5
19730317,71.0,42.0,70.7,49.6
19730318,64.0,47.0,70.9,49.8
19730319,67.0,42.0,71.2,50.0
19730320,59.0,42.0,71.4,50.1
19730321,59.0,38.0,71.6,50.3
19730322,49.0,33.0,71.9,50.4
19730323,65.0,42.0,72.1,50.6
19730324,66.0,44.0,72.3,50.7
19730325,66.0,41.0,72.6,50.9
19730326,57.0,44.0,72.8,51.1
19730327,58.0,40.0,73.0,51.2
19730328,52.0,36.0,73.2,51.4
19730329,61.0,41.0,73.5,51.6
19730330,63.0,37.0,73.7,51.8
19730331,66.0,40.0,73.9,52.0
19730401,61.0,46.0,74.2,52.2
19730402,63.0,46.0,74.4,52.4
19730403,67.0,51.0,74.6,52.6
19730404,66.0,47.0,74.9,52.8
19730405,71.0,39.0,75.1,53.0
19730406,80.0,45.0,75.4,53.3
19730407,68.0,49.0,75.6,53.5
19730408,63.0,42.0,75.9,53.7
19730409,73.0,40.0,76.2,54.0
19730410,79.0,52.0,76.5,54.3
19730411,81.0,50.0,76.7,54.5
19730412,85.0,50.0,77.0,54.8
19730413,78.0,56.0,77.3,55.1
19730414,68.0,50.0,77.6,55.4
19730415,74.0,46.0,77.9,55.7
19730416,78.0,48.0,78.2,56.0
19730417,78.0,55.0,78.6,56.3
19730418,69.0,51.0,78.9,56.7
19730419,65.0,43.0,79.2,57.0
19730420,65.0,47.0,79.6,57.3
19730421,70.0,44.0,79.9,57.7
19730422,74.0,50.0,80.3,58.0
19730423,80.0,49.0,80.6,58.4
19730424,85.0,52.0,81.0,58.7
19730425,83.0,60.0,81.3,59.1
19730426,86.0,54.0,81.7,59.4
19730427,92.0,55.0,82.1,59.8
19730428,90.0,66.0,82.4,60.1
19730429,82.0,61.0,82.8,60.5
19730430,61.0,49.0,83.2,60.8
19730501,75.0,45.0,83.5,61.2
19730502,78.0,49.0,83.9,61.5
19730503,86.0,49.0,84.3,61.8
19730504,85.0,64.0,84.7,62.2
19730505,65.0,52.0,85.0,62.5
19730506,80.0,51.0,85.4,62.8
19730507,86.0,54.0,85.8,63.2
19730508,90.0,58.0,86.1,63.5
19730509,95.0,61.0,86.5,63.8
19730510,98.0,63.0,86.9,64.1
19730511,98.0,67.0,87.2,64.4
19730512,96.0,63.0,87.6,64.7
19730513,95.0,71.0,88.0,65.1
19730514,88.0,70.0,88.3,65.3
19730515,88.0,68.0,88.7,65.6
19730516,94.0,61.0,89.0,65.9
19730517,98.0,63.0,89.3,66.2
19730518,103.0,69.0,89.7,66.5
19730519,99.0,71.0,90.0,66.8
19730520,94.0,72.0,90.4,67.1
19730521,90.0,69.0,90.7,67.3
19730522,92.0,62.0,91.0,67.6
19730523,95.0,64.0,91.4,67.9
19730524,94.0,67.0,91.7,68.1
19730525,87.0,70.0,92.0,68.4
19730526,87.0,61.0,92.3,68.7
19730527,92.0,61.0,92.7,68.9
19730528,94.0,63.0,93.0,69.2
19730529,100.0,67.0,93.3,69.5
19730530,101.0,67.0,93.6,69.8
19730531,92.0,66.0,93.9,70.0
19730601,82.0,64.0,94.3,70.3
19730602,88.0,59.0,94.6,70.6
19730603,92.0,69.0,94.9,70.9
19730604,91.0,64.0,95.2,71.2
19730605,96.0,65.0,95.5,71.4
19730606,101.0,67.0,95.8,71.7
19730607,105.0,68.0,96.2,72.0
19730608,108.0,71.0,96.5,72.3
19730609,110.0,74.0,96.8,72.6
19730610,105.0,78.0,97.1,72.9
19730611,99.0,75.0,97.4,73.2
19730612,99.0,66.0,97.7,73.5
19730613,95.0,75.0,98.0,73.8
19730614,87.0,65.0,98.4,74.1
19730615,89.0,56.0,98.7,74.5
19730616,94.0,61.0,99.0,74.8
19730617,95.0,68.0,99.3,75.1
19730618,92.0,70.0,99.6,75.4
19730619,92.0,66.0,99.9,75.7
19730620,99.0,61.0,100.2,76.0
19730621,104.0,66.0,100.4,76.3
19730622,106.0,74.0,100.7,76.6
19730623,107.0,70.0,101.0,76.9
19730624,108.0,74.0,101.3,77.2
19730625,109.0,76.0,101.5,77.5
19730626,112.0,76.0,101.8,77.8
19730627,113.0,84.0,102.0,78.0
19730628,112.0,80.0,102.3,78.3
19730629,109.0,83.0,102.5,78.6
19730630,106.0,80.0,102.7,78.8
19730701,107.0,79.0,102.9,79.1
19730702,110.0,79.0,103.1,79.3
19730703,112.0,79.0,103.3,79.5
19730704,115.0,78.0,103.5,79.7
19730705,116.0,76.0,103.6,79.9
19730706,110.0,88.0,103.8,80.1
19730707,108.0,81.0,103.9,80.3
19730708,108.0,79.0,104.0,80.5
19730709,107.0,78.0,104.2,80.6
19730710,113.0,79.0,104.3,80.8
19730711,107.0,86.0,104.3,80.9
19730712,107.0,81.0,104.4,81.0
19730713,103.0,78.0,104.5,81.1
19730714,105.0,75.0,104.5,81.2
19730715,105.0,76.0,104.6,81.3
19730716,104.0,76.0,104.6,81.3
19730717,103.0,75.0,104.6,81.4
19730718,99.0,81.0,104.7,81.4
19730719,105.0,73.0,104.7,81.5
19730720,102.0,78.0,104.6,81.5
19730721,99.0,63.0,104.6,81.5
19730722,101.0,74.0,104.6,81.5
19730723,104.0,72.0,104.6,81.5
19730724,103.0,71.0,104.5,81.5
19730725,107.0,73.0,104.5,81.5
19730726,108.0,75.0,104.4,81.4
19730727,107.0,77.0,104.3,81.4
19730728,105.0,76.0,104.3,81.4
19730729,106.0,75.0,104.2,81.3
19730730,104.0,78.0,104.1,81.3
19730731,105.0,78.0,104.0,81.2
19730801,106.0,77.0,103.9,81.1
19730802,104.0,80.0,103.8,81.0
19730803,95.0,77.0,103.7,81.0
19730804,97.0,74.0,103.6,80.9
19730805,96.0,73.0,103.5,80.8
19730806,100.0,72.0,103.4,80.7
19730807,102.0,71.0,103.3,80.6
19730808,104.0,76.0,103.2,80.5
19730809,106.0,73.0,103.1,80.4
19730810,104.0,75.0,103.0,80.3
19730811,106.0,73.0,102.8,80.2
19730812,108.0,73.0,102.7,80.0
19730813,107.0,80.0,102.6,79.9
19730814,102.0,79.0,102.4,79.8
19730815,107.0,78.0,102.3,79.7
19730816,107.0,79.0,102.2,79.5
19730817,106.0,78.0,102.0,79.4
19730818,108.0,85.0,101.9,79.2
19730819,108.0,79.0,101.7,79.1
19730820,104.0,75.0,101.6,78.9
19730821,98.0,72.0,101.4,78.8
19730822,103.0,73.0,101.3,78.6
19730823,103.0,74.0,101.1,78.4
19730824,98.0,65.0,100.9,78.2
19730825,99.0,65.0,100.7,78.0
19730826,96.0,64.0,100.5,77.8
19730827,91.0,64.0,100.3,77.6
19730828,94.0,61.0,100.1,77.4
19730829,100.0,60.0,99.9,77.1
19730830,101.0,69.0,99.6,76.9
19730831,99.0,74.0,99.4,76.6
19730901,96.0,69.0,99.1,76.3
19730902,87.0,65.0,98.9,76.1
19730903,95.0,60.0,98.6,75.8
19730904,100.0,62.0,98.3,75.5
19730905,102.0,66.0,98.0,75.2
19730906,100.0,66.0,97.7,74.9
19730907,105.0,66.0,97.4,74.5
19730908,91.0,72.0,97.1,74.2
19730909,89.0,68.0,96.7,73.8
19730910,88.0,69.0,96.4,73.5
19730911,93.0,62.0,96.0,73.1
19730912,99.0,66.0,95.7,72.7
19730913,103.0,68.0,95.3,72.3
19730914,98.0,71.0,94.9,71.9
19730915,98.0,68.0,94.5,71.5
19730916,95.0,63.0,94.1,71.1
19730917,97.0,60.0,93.7,70.7
19730918,95.0,63.0,93.3,70.3
19730919,95.0,59.0,92.8,69.9
19730920,97.0,69.0,92.4,69.4
19730921,91.0,65.0,92.0,69.0
19730922,96.0,62.0,91.5,68.6
19730923,86.0,64.0,91.1,68.1
19730924,90.0,57.0,90.6,67.7
19730925,82.0,65.0,90.1,67.2
19730926,83.0,60.0,89.7,66.8
19730927,88.0,54.0,89.2,66.3
19730928,91.0,55.0,88.8,65.9
19730929,93.0,60.0,88.3,65.5
19730930,96.0,60.0,87.8,65.0
19731001,94.0,61.0,87.4,64.6
19731002,91.0,66.0,86.9,64.1
19731003,86.0,54.0,86.4,63.7
19731004,86.0,51.0,86.0,63.3
19731005,91.0,52.0,85.5,62.9
19731006,86.0,56.0,85.1,62.4
19731007,84.0,60.0,84.6,62.0
19731008,73.0,53.0,84.1,61.6
19731009,70.0,49.0,83.7,61.2
19731010,71.0,51.0,83.2,60.8
19731011,72.0,45.0,82.8,60.4
19731012,77.0,47.0,82.3,60.0
19731013,85.0,51.0,81.9,59.6
19731014,89.0,54.0,81.5,59.2
19731015,90.0,54.0,81.0,58.8
19731016,90.0,56.0,80.6,58.4
19731017,90.0,56.0,80.1,58.0
19731018,90.0,57.0,79.7,57.6
19731019,90.0,55.0,79.3,57.3
19731020,88.0,64.0,78.8,56.9
19731021,87.0,61.0,78.4,56.5
19731022,88.0,51.0,77.9,56.1
19731023,77.0,58.0,77.5,55.8
19731024,75.0,50.0,77.1,55.4
19731025,77.0,45.0,76.6,55.0
19731026,79.0,46.0,76.2,54.6
19731027,78.0,45.0,75.7,54.2
19731028,80.0,45.0,75.3,53.9
19731029,75.0,52.0,74.8,53.5
19731030,71.0,49.0,74.3,53.1
19731031,78.0,45.0,73.9,52.7
19731101,82.0,46.0,73.4,52.3
19731102,73.0,56.0,72.9,51.9
19731103,67.0,50.0,72.5,51.5
19731104,62.0,37.0,72.0,51.1
19731105,74.0,42.0,71.5,50.7
19731106,72.0,47.0,71.0,50.3
19731107,75.0,46.0,70.5,49.9
19731108,76.0,45.0,70.0,49.5
19731109,76.0,44.0,69.5,49.1
19731110,77.0,48.0,69.0,48.7
19731111,85.0,53.0,68.5,48.3
19731112,81.0,57.0,68.0,47.8
19731113,68.0,45.0,67.5,47.4
19731114,65.0,41.0,67.0,47.0
19731115,67.0,43.0,66.5,46.6
19731116,69.0,40.0,66.0,46.2
19731117,71.0,46.0,65.5,45.8
19731118,61.0,40.0,65.0,45.4
19731119,57.0,44.0,64.5,45.0
19731120,54.0,34.0,64.0,44.6
19731121,58.0,39.0,63.5,44.2
19731122,55.0,39.0,63.0,43.8
19731123,53.0,35.0,62.5,43.4
19731124,52.0,32.0,62.1,43.1
19731125,49.0,33.0,61.6,42.7
19731126,53.0,30.0,61.2,42.4
19731127,54.0,27.0,60.8,42.0
19731128,59.0,29.0,60.4,41.7
19731129,59.0,32.0,60.0,41.4
19731130,62.0,35.0,59.6,41.1
19731201,72.0,37.0,59.2,40.8
19731202,55.0,43.0,58.9,40.5
19731203,54.0,35.0,58.5,40.3
19731204,54.0,27.0,58.2,40.0
19731205,55.0,29.0,57.9,39.8
19731206,61.0,30.0,57.7,39.6
19731207,60.0,33.0,57.4,39.4
19731208,65.0,33.0,57.2,39.2
19731209,65.0,36.0,56.9,39.0
19731210,62.0,35.0,56.7,38.8
19731211,67.0,32.0,56.6,38.7
19731212,60.0,39.0,56.4,38.6
19731213,65.0,37.0,56.2,38.5
19731214,62.0,39.0,56.1,38.4
19731215,60.0,34.0,56.0,38.3
19731216,61.0,35.0,55.9,38.2
19731217,61.0,34.0,55.9,38.1
19731218,62.0,44.0,55.8,38.1
19731219,58.0,34.0,55.8,38.1
19731220,55.0,28.0,55.8,38.0
19731221,54.0,27.0,55.7,38.0
19731222,53.0,34.0,55.8,38.0
19731223,58.0,32.0,55.8,38.0
19731224,56.0,36.0,55.8,38.0
19731225,55.0,29.0,55.9,38.1
19731226,53.0,29.0,55.9,38.1
19731227,54.0,33.0,56.0,38.1
19731228,58.0,37.0,56.0,38.2
19731229,56.0,36.0,56.1,38.2
19731230,58.0,32.0,56.2,38.3
19731231,47.0,27.0,56.3,38.3
19740101,42.0,29.0,56.4,38.4
19740102,31.0,13.0,56.5,38.4
19740103,32.0,12.0,56.6,38.5
19740104,33.0,20.0,56.7,38.5
19740105,41.0,27.0,56.8,38.6
19740106,41.0,35.0,56.9,38.7
19740107,44.0,35.0,57.0,38.7
19740108,44.0,35.0,57.2,38.8
19740109,48.0,36.0,57.3,38.9
19740110,48.0,32.0,57.4,38.9
19740111,45.0,32.0,57.5,39.0
19740112,47.0,39.0,57.6,39.1
19740113,54.0,35.0,57.7,39.1
19740114,57.0,33.0,57.8,39.2
19740115,57.0,35.0,57.9,39.3
19740116,58.0,35.0,58.0,39.3
19740117,59.0,41.0,58.1,39.4
19740118,55.0,37.0,58.2,39.5
19740119,55.0,36.0,58.3,39.5
19740120,57.0,39.0,58.4,39.6
19740121,54.0,39.0,58.5,39.7
19740122,51.0,34.0,58.6,39.8
19740123,57.0,31.0,58.7,39.9
19740124,56.0,32.0,58.8,40.0
19740125,53.0,30.0,58.9,40.1
19740126,50.0,31.0,59.0,40.1
19740127,53.0,35.0,59.1,40.3
19740128,56.0,30.0,59.3,40.4
19740129,57.0,31.0,59.4,40.5
19740130,57.0,31.0,59.5,40.6
19740131,57.0,32.0,59.6,40.7
19740201,59.0,33.0,59.8,40.8
19740202,60.0,41.0,59.9,41.0
19740203,65.0,35.0,60.1,41.1
19740204,62.0,33.0,60.2,41.3
19740205,53.0,36.0,60.4,41.4
19740206,55.0,37.0,60.5,41.6
19740207,57.0,36.0,60.7,41.8
19740208,54.0,29.0,60.9,42.0
19740209,57.0,30.0,61.1,42.1
19740210,61.0,31.0,61.3,42.3
19740211,61.0,32.0,61.5,42.5
19740212,70.0,38.0,61.7,42.7
19740213,62.0,42.0,61.9,42.9
19740214,62.0,35.0,62.2,43.2
19740215,65.0,41.0,62.4,43.4
19740216,70.0,37.0,62.6,43.6
19740217,62.0,43.0,62.9,43.8
19740218,60.0,33.0,63.2,44.1
19740219,68.0,43.0,63.4,44.3
19740220,55.0,40.0,63.7,44.5
19740221,55.0,33.0,64.0,44.8
19740222,60.0,29.0,64.2,45.0
19740223,55.0,40.0,64.5,45.2
19740224,58.0,30.0,64.8,45.5
19740225,64.0,32.0,65.1,45.7
19740226,67.0,34.0,65.4,45.9
